Price,Levy,Model,Category,Leather interior,Engine volume,Mileage,Cylinders,Drive wheels,Doors,Wheel,Color,Airbags,turbo,engine_volume,brand,fuel_type,Gear_box,year,price_win,Mileage_win,Levy_wins,Cylinders_wins,Category_enc,Fuel_type_enc,Drive_wheels_enc,Gear_box_enc,Manufacturer_enc
627,1172,E 350,Sedan,1,3.5,230696,6,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2011,627,230696,1172,6,9,2,1,1,33
20266,642,Malibu,Sedan,1,2,156743,4,Front,4,Left wheel,Black,4,0,2,CHEVROLET,Petrol,Automatic,2012,20266,156743,642,4,9,5,2,1,7
392,584,Cruze,Sedan,1,1.8,147349,4,Front,4,Left wheel,Black,12,0,1.8,CHEVROLET,Petrol,Automatic,2014,392,147349,584,4,9,5,2,1,7
10663,1032,Note,Hatchback,1,1.2,144000,4,Front,4,Right-hand drive,Black,8,0,1.2,NISSAN,Petrol,Automatic,2012,10663,144000,1032,4,4,5,2,1,38
17876,584,Jetta sei,Sedan,1,1.8,97000,5,Front,4,Left wheel,Black,0,0,1.8,VOLKSWAGEN,Petrol,Automatic,2014,17876,97000,584,5,9,5,2,1,57
22894,779,Camry,Sedan,1,2.5,289600,6,Front,4,Left wheel,White,8,0,2.5,TOYOTA,Petrol,Tiptronic,2013,22894,289600,779,6,9,5,2,3,54
13172,639,Focus,Sedan,0,2,78000,4,Front,4,Left wheel,Silver,12,0,2,FORD,Petrol,Manual,2014,13172,78000,639,4,9,5,2,2,14
7840,5679,C 240,Universal,1,2.4,60000,6,Rear,4,Right-hand drive,Blue,12,0,2.4,MERCEDES-BENZ,Petrol,Automatic,1997,7840,60000,1597.7933519556452,6,11,5,3,1,33
13000,1423.3738647532598,Sprinter 308 CDI,Microbus,0,2.2,0,4,Rear,4,Left wheel,White,4,0,2.2,MERCEDES-BENZ,Diesel,Manual,2003,13000,2093.200000000008,1423.3738647532598,4,6,2,3,2,33
69,1229.4552536168646,TL saber,Sedan,0,2.5,205502,6,Front,4,Right-hand drive,Black,4,0,2.5,ACURA,Petrol,Tiptronic,2001,314,205502,1229.4552536168646,6,9,5,2,3,1
549,1292,GLE 350,SUV,1,3,86189,6,4x4,4,Left wheel,Blue,0,0,3,MERCEDES-BENZ,Petrol,Automatic,2016,549,86189,1292,6,10,5,1,1,33
12544,650,Cruze,Sedan,0,1.4,105941,4,Front,4,Left wheel,Red,0,0,1.4,CHEVROLET,Petrol,Automatic,2016,12544,105941,650,4,9,5,2,1,7
22266,900,Camry,Sedan,0,2.4,84130,4,Front,4,Left wheel,White,12,0,2.4,TOYOTA,Petrol,Automatic,2015,22266,84130,900,4,9,5,2,1,54
21012,4053.4516676591647,328,Coupe,1,2.8,130000,6,Rear,2,Left wheel,White,6,0,2.8,BMW,Petrol,Tiptronic,2009,21012,130000,1597.7933519556452,6,2,5,3,3,4
5331,1233.163716855013,Sharan,Minivan,0,2,254680,4,Front,4,Left wheel,Blue,4,0,2,VOLKSWAGEN,CNG,Manual,1997,5331,254680,1233.163716855013,4,7,1,2,2,57
30,1122.6671371331424,FIT,Hatchback,0,1.3,25000,6,Front,4,Right-hand drive,Silver,0,0,1.3,HONDA,Petrol,Automatic,2004,314,25000,1122.6671371331424,6,4,5,2,1,19
25089,2169.512825897657,Transit,Microbus,0,2.4,280000,4,Rear,2,Left wheel,White,4,0,2.4,FORD,Diesel,Manual,2008,25089,280000,1597.7933519556452,4,6,2,3,2,14
7997,333,Fusion,Sedan,1,2,137328,4,Front,4,Left wheel,Silver,0,0,2,FORD,Hybrid,Automatic,2014,7997,137328,473,4,9,3,2,1,14
11604,1503.558272160678,ML 320,SUV,1,3.2,245000,6,4x4,4,Left wheel,Silver,8,0,3.2,MERCEDES-BENZ,CNG,Tiptronic,2001,11604,245000,1503.558272160678,6,10,1,1,3,33
12388,836,Santa FE,SUV,1,2,40845,4,Front,4,Left wheel,Black,4,0,2,HYUNDAI,Diesel,Automatic,2010,12388,40845,836,4,10,2,2,1,21
34497,1439.253908495004,Courier,Universal,0,1,16515,1,Front,4,Left wheel,White,0,0,1,FORD,Petrol,Manual,2015,34497,16515,1439.253908495004,4,11,5,2,2,14
470,1399,E 350,Sedan,1,3.5,229904,6,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Diesel,Automatic,2010,470,229904,1399,6,9,2,1,1,33
35438,1325,CX-9,Sedan,1,2.5,11746,4,Front,4,Left wheel,Grey,12,0,2.5,MAZDA,Petrol,Automatic,2019,35438,11746,1325,4,9,5,2,1,32
21953,1408,Sprinter EURO4,Microbus,0,2.2,215423,4,Rear,4,Left wheel,Green,4,0,2.2,MERCEDES-BENZ,Diesel,Manual,2007,21953,215423,1408,4,6,2,3,2,33
7840,1396.2508847121933,MPV LX,Minivan,0,2.3,200000,6,4x4,4,Right-hand drive,Blue,5,0,2.3,MAZDA,LPG,Automatic,2005,7840,200000,1396.2508847121933,6,7,4,1,1,32
12544,765,Sonata,Sedan,1,2,509454,4,Front,4,Left wheel,Orange,4,0,2,HYUNDAI,LPG,Automatic,2015,12544,328000,765,4,9,4,2,1,21
42024,646.1332932505333,528,Sedan,1,2,156800,4,Rear,4,Left wheel,Black,12,0,2,BMW,Petrol,Tiptronic,2013,38124.099999999795,156800,646.1332932505333,4,9,5,3,3,4
470,1053,ML 350,SUV,1,3.5,135200,6,Rear,4,Left wheel,Grey,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2014,470,135200,1053,6,10,5,3,1,33
21953,836,Santa FE,SUV,1,2,182000,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Diesel,Automatic,2010,21953,182000,836,4,10,2,2,1,21
7840,1167.9971687817497,Meriva,Minivan,0,1.6,170000,4,Front,4,Left wheel,Silver,8,0,1.6,OPEL,Petrol,Automatic,2006,7840,170000,1167.9971687817497,4,7,5,2,1,39
21012,584,Corolla,Sedan,0,1.8,87000,4,Front,4,Left wheel,White,8,0,1.8,TOYOTA,Petrol,Variator,2014,21012,87000,584,4,9,5,2,4,54
13328,609,RAV 4,Sedan,1,2.5,73646,4,4x4,4,Left wheel,Grey,12,0,2.5,TOYOTA,Hybrid,Automatic,2018,13328,73646,609,4,9,3,1,1,54
10036,980,Corolla,Sedan,1,1.8,37878,4,Front,4,Left wheel,Silver,12,0,1.8,TOYOTA,Petrol,Automatic,2018,10036,37878,980,4,9,5,2,1,54
9722,765,Sonata,Sedan,1,2,377149,4,Front,4,Left wheel,Orange,4,0,2,HYUNDAI,LPG,Automatic,2015,9722,328000,765,4,9,4,2,1,21
19914,502,Yaris SE,Hatchback,1,1.5,59200,4,Front,4,Left wheel,Red,6,0,1.5,TOYOTA,Petrol,Manual,2013,19914,59200,502,4,4,5,2,2,54
2430,1598,E 350,Sedan,1,3,175614,6,Rear,4,Left wheel,Black,12,0,3,MERCEDES-BENZ,Diesel,Automatic,2008,2430,175614,1597.7933519556452,6,9,2,3,1,33
30671,1072.6961486341331,Viano Ambiente,Minivan,1,3,367000,6,Rear,4,Left wheel,Black,7,0,3,MERCEDES-BENZ,Diesel,Tiptronic,2007,30671,328000,1072.6961486341331,6,7,2,3,3,33
26030,882.2402171079714,HS 250h,Sedan,1,2.4,100000,4,Front,4,Left wheel,Silver,8,0,2.4,LEXUS,Hybrid,Tiptronic,2009,26030,100000,882.2402171079714,4,9,3,2,3,29
1254,639,A4,Sedan,1,2,42395,4,4x4,4,Left wheel,Grey,0,0,2,AUDI,Petrol,Automatic,2014,1254,42395,639,4,9,5,1,1,3
22894,781,Camry,Sedan,1,2.5,105000,4,Front,4,Left wheel,Grey,8,0,2.5,TOYOTA,Petrol,Automatic,2012,22894,105000,781,4,9,5,2,1,54
16621,994.9814630241757,Elantra,Sedan,0,1.8,95000,4,Front,4,Left wheel,Black,6,0,1.8,HYUNDAI,Petrol,Automatic,2012,16621,95000,994.9814630241757,4,9,5,2,1,21
15053,765,Sonata,Sedan,1,2,309174,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,LPG,Automatic,2015,15053,309174,765,4,9,4,2,1,21
8467,1109.199913764841,Tiida,Hatchback,1,1.5,148901,4,Front,4,Right-hand drive,Blue,2,0,1.5,NISSAN,Petrol,Automatic,2005,8467,148901,1109.199913764841,4,4,5,2,1,38
4391,1053,RDX,SUV,1,3.5,0,6,Front,4,Left wheel,White,12,0,3.5,ACURA,Petrol,Automatic,2014,4391,2093.200000000008,1053,6,10,5,2,1,1
37984,765,Sonata,Sedan,1,2,90621,4,Front,4,Left wheel,Grey,4,0,2,HYUNDAI,Petrol,Automatic,2015,37984,90621,765,4,9,5,2,1,21
11500,474,Cruze,Sedan,1,1.4,170451,4,Front,4,Left wheel,Brown,12,0,1.4,CHEVROLET,Petrol,Automatic,2013,11500,170451,474,4,9,5,2,1,7
32929,1225.5232454328823,535 i,Sedan,1,3,111205,6,Rear,4,Left wheel,White,8,0,3,BMW,Petrol,Tiptronic,2012,32929,111205,1225.5232454328823,6,9,5,3,3,4
1960,1091,Rogue,SUV,1,2.5,108195,4,Front,4,Left wheel,Black,12,0,2.5,NISSAN,Petrol,Automatic,2016,1960,108195,1091,4,10,5,2,1,38
24415,707,Korando,SUV,1,2,85600,4,Front,4,Left wheel,White,4,0,2,SSANGYONG,Diesel,Automatic,2011,24415,85600,707,4,10,2,2,1,51
3136,777,Camry,Sedan,1,2.5,55811,4,Front,4,Left wheel,Black,12,0,2.5,TOYOTA,Petrol,Automatic,2014,3136,55811,777,4,9,5,2,1,54
282,1399,RX 450,SUV,1,3.5,311949,6,Front,4,Left wheel,Silver,12,0,3.5,LEXUS,Hybrid,Automatic,2010,314,311949,1399,6,10,3,2,1,29
706,645,CT 200h,Hatchback,1,1.8,116869,4,Front,4,Left wheel,Black,0,0,1.8,LEXUS,Hybrid,Automatic,2011,706,116869,645,4,4,3,2,1,29
784,382,Volt,Hatchback,1,1.5,81440,4,Front,4,Left wheel,Black,0,0,1.5,CHEVROLET,Hybrid,Automatic,2017,784,81440,473,4,4,3,2,1,7
14834,583,Elantra,Sedan,1,1.6,147700,4,Front,4,Left wheel,Black,4,0,1.6,HYUNDAI,Petrol,Automatic,2011,14834,147700,583,4,9,5,2,1,21
31,353,CT 200h,Hatchback,1,1.8,0,4,Front,4,Left wheel,Grey,0,0,1.8,LEXUS,Hybrid,Automatic,2015,314,2093.200000000008,473,4,4,3,2,1,29
21639,640.9948748798259,118 M-sport LCI,Hatchback,1,2,144000,4,Rear,4,Left wheel,Black,10,0,2,BMW,Diesel,Manual,2008,21639,144000,640.9948748798259,4,4,2,3,2,4
188,645,Prius,Hatchback,1,1.8,197328,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2011,314,197328,645,4,4,3,2,1,54
37984,831,Actyon,SUV,1,1.6,82000,4,Front,4,Left wheel,Green,4,0,1.6,SSANGYONG,Diesel,Automatic,2017,37984,82000,831,4,10,2,2,1,51
31361,1137.9082678029115,Camry se,Sedan,1,2.5,58000,4,Front,4,Left wheel,Grey,12,0,2.5,TOYOTA,Petrol,Automatic,2014,31361,58000,1137.9082678029115,4,9,5,2,1,54
19030,271,Aqua,Hatchback,1,1.5,69650,4,Front,4,Left wheel,Blue,4,0,1.5,TOYOTA,Hybrid,Automatic,2014,19030,69650,473,4,4,3,2,1,54
28241,528,Elantra,Sedan,1,1.6,112843,4,Front,4,Left wheel,Grey,4,0,1.6,HYUNDAI,Petrol,Automatic,2014,28241,112843,528,4,9,5,2,1,21
17876,1152.066479801141,Camry,Sedan,0,2.4,261000,4,Front,4,Left wheel,Black,0,0,2.4,TOYOTA,Hybrid,Automatic,2012,17876,261000,1152.066479801141,4,9,3,2,1,54
29586,639,Santa FE,SUV,1,2,212762,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,Diesel,Automatic,2014,29586,212762,639,4,10,2,2,1,21
14069,503,Aqua,Hatchback,1,1.5,111000,4,Front,4,Left wheel,Yellow,4,0,1.5,TOYOTA,Petrol,Automatic,2012,14069,111000,503,4,4,5,2,1,54
862,394,Camry,Sedan,1,2.5,130478,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Hybrid,Automatic,2014,862,130478,473,4,9,3,2,1,54
9408,1209.0054330163416,Transit,Microbus,0,2.5,100000,4,Rear,4,Left wheel,White,2,0,2.5,FORD,Diesel,Manual,1994,9408,100000,1209.0054330163416,4,6,2,3,2,14
6586,806.7010828411701,Skyline,Sedan,1,2.5,140000,4,Front,4,Left wheel,Silver,4,0,2.5,NISSAN,Petrol,Automatic,2001,6586,140000,806.7010828411701,4,9,5,2,1,38
36065,843.8484812387854,ML 350,SUV,1,3,200000,6,4x4,4,Left wheel,Grey,12,0,3,MERCEDES-BENZ,Diesel,Tiptronic,2011,36065,200000,843.8484812387854,6,10,2,1,3,33
18817,639,A6,Sedan,1,2,279722,4,4x4,4,Left wheel,Black,0,0,2,AUDI,Petrol,Automatic,2014,18817,279722,639,4,9,5,1,1,3
15718,687,Elantra,Sedan,1,1.6,104282,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Petrol,Automatic,2010,15718,104282,687,4,9,5,2,1,21
1646,779,Camry,Sedan,1,2.5,0,4,Front,4,Left wheel,Silver,12,0,2.5,TOYOTA,Petrol,Automatic,2013,1646,2093.200000000008,779,4,9,5,2,1,54
5645,534.9809848173965,Civic,Hatchback,0,1.4,300000,4,Front,2,Left wheel,White,2,0,1.4,HONDA,Petrol,Manual,1997,5645,300000,534.9809848173965,4,4,5,2,2,19
12858,765,GLA 250,SUV,1,2,159928,4,Front,4,Left wheel,Black,0,0,2,MERCEDES-BENZ,Petrol,Automatic,2015,12858,159928,765,4,10,5,2,1,33
16465,640,Optima,Sedan,1,2,43330,4,Front,4,Left wheel,White,4,0,2,KIA,Petrol,Automatic,2013,16465,43330,640,4,9,5,2,1,26
22063,836,Tucson,SUV,1,2,142264,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Diesel,Automatic,2010,22063,142264,836,4,10,2,2,1,21
314,834,Tacoma,SUV,1,2.7,158870,4,Rear,4,Left wheel,White,12,0,2.7,TOYOTA,Petrol,Automatic,2013,314,158870,834,4,10,5,3,1,54
80,1784.6387761487451,Serena,Minivan,0,2,160000,4,Front,4,Right-hand drive,White,2,0,2,NISSAN,Petrol,Automatic,2007,314,160000,1597.7933519556452,4,7,5,2,1,38
37006,1036,328,Sedan,1,2.8,38415,4,4x4,4,Left wheel,Black,12,0,2.8,BMW,Petrol,Tiptronic,2015,37006,38415,1036,4,9,5,1,3,4
20385,1185.1045237230849,Prius,Hatchback,1,1.8,125000,4,Front,4,Left wheel,Black,10,0,1.8,TOYOTA,Hybrid,Variator,2011,20385,125000,1185.1045237230849,4,4,3,2,4,54
314,779,Camry,Sedan,1,2.5,225510,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Hybrid,Automatic,2013,314,225510,779,4,9,3,2,1,54
19416,642,Orlando,SUV,1,2,172125,4,Front,4,Left wheel,Grey,4,0,2,CHEVROLET,Diesel,Automatic,2012,19416,172125,642,4,10,2,2,1,7
12880,836,Sonata,Sedan,1,2,173177,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Petrol,Automatic,2010,12880,173177,836,4,9,5,2,1,21
21395,1017,Orlando,SUV,1,2,204067,4,Front,4,Left wheel,Grey,4,0,2,CHEVROLET,LPG,Automatic,2017,21395,204067,1017,4,10,4,2,1,7
10976,1468.6176047002823,E 270,Sedan,0,2.7,305000,5,Rear,4,Left wheel,Silver,12,0,2.7,MERCEDES-BENZ,Diesel,Tiptronic,2001,10976,305000,1468.6176047002823,5,9,2,3,3,33
10349,915,X5,SUV,1,3,0,6,4x4,4,Left wheel,Black,0,0,3,BMW,Diesel,Automatic,2014,10349,2093.200000000008,915,6,10,2,1,1,4
30,1429.4433587288077,Tiida,Hatchback,0,1.3,0,4,Front,4,Right-hand drive,Silver,4,0,1.3,NISSAN,Petrol,Automatic,2005,314,2093.200000000008,1429.4433587288077,4,4,5,2,1,38
11290,638,Optima,Sedan,1,2,57248,4,Front,4,Left wheel,Silver,4,0,2,KIA,Petrol,Automatic,2014,11290,57248,638,4,9,5,2,1,26
27654,530,Elantra,Sedan,1,1.6,83897,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,Petrol,Automatic,2013,27654,83897,530,4,9,5,2,1,21
13877,836,Sonata,Sedan,1,2,161240,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Petrol,Automatic,2010,13877,161240,836,4,9,5,2,1,21
17562,1370.1165968595258,Transit,Microbus,0,2.4,213990,4,Rear,4,Left wheel,White,2,0,2.4,FORD,Diesel,Manual,2002,17562,213990,1370.1165968595258,4,6,2,3,2,14
10663,1268,Aqua,Hatchback,0,1.5,62000,4,Front,4,Right-hand drive,Orange,4,0,1.5,TOYOTA,Hybrid,Variator,2012,10663,62000,1268,4,4,3,2,4,54
12720,639,Sonata,Sedan,1,2,235285,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,LPG,Automatic,2014,12720,235285,639,4,9,4,2,1,21
6752,965,Cruze,Sedan,1,2,74830,4,Front,4,Left wheel,Black,4,0,2,CHEVROLET,Diesel,Automatic,2009,6752,74830,965,4,9,2,2,1,7
7175,658,Insight EX,Sedan,0,1.3,192000,4,Front,4,Left wheel,Grey,12,0,1.3,HONDA,Petrol,Tiptronic,2009,7175,192000,658,4,9,5,2,3,19
11604,639,Sonata,Sedan,1,2,330659,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,LPG,Automatic,2014,11604,328000,639,4,9,4,2,1,21
6272,1474.1385503673246,Civic,Sedan,0,3,19900,6,Front,4,Right-hand drive,Black,6,0,3,HONDA,CNG,Tiptronic,2003,6272,19900,1474.1385503673246,6,9,1,2,3,19
11917,658,Insight,Hatchback,0,1.3,142526,4,Front,4,Left wheel,White,8,0,1.3,HONDA,Hybrid,Automatic,2009,11917,142526,658,4,4,3,2,1,19
17158,687,Elantra,Sedan,1,1.6,122740,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,Petrol,Automatic,2010,17158,122740,687,4,9,5,2,1,21
14740,2080.4473960269725,X5,SUV,1,3,179100,6,4x4,4,Left wheel,Black,8,0,3,BMW,Petrol,Tiptronic,2004,14740,179100,1597.7933519556452,6,10,5,1,3,4
17405,765,Sonata,Sedan,1,2,51236,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,LPG,Automatic,2015,17405,51236,765,4,9,4,2,1,21
19757,781,Camry,Sedan,1,2.5,208000,4,Front,4,Left wheel,White,12,0,2.5,TOYOTA,Petrol,Tiptronic,2012,19757,208000,781,4,9,5,2,3,54
2666,308,Prius,Hatchback,1,1.5,127789,4,Front,4,Left wheel,Grey,12,0,1.5,TOYOTA,Hybrid,Automatic,2015,2666,127789,473,4,4,3,2,1,54
12231,761,Prius,Sedan,0,1.8,120000,4,Front,4,Left wheel,Red,10,0,1.8,TOYOTA,Hybrid,Automatic,2010,12231,120000,761,4,9,3,2,1,54
627,1993,Cr-v,SUV,1,2.4,386144,4,Front,4,Left wheel,Green,12,0,2.4,HONDA,Petrol,Automatic,2004,627,328000,1597.7933519556452,4,10,5,2,1,19
1803,761,Prius,Hatchback,1,1.8,258909,4,Front,4,Left wheel,White,12,0,1.8,TOYOTA,Hybrid,Automatic,2010,1803,258909,761,4,4,3,2,1,54
16894,583,Elantra,Sedan,1,1.6,175237,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Petrol,Automatic,2011,16894,175237,583,4,9,5,2,1,21
23521,1591.9984327056359,250,Sedan,1,1.8,131000,4,Rear,4,Left wheel,Black,8,0,1.8,MERCEDES-BENZ,Petrol,Tiptronic,2011,23521,131000,1591.9984327056359,4,9,5,3,3,33
392,505,Accord,Sedan,1,2,42078,4,Front,4,Left wheel,White,12,0,2,HONDA,Hybrid,Automatic,2018,392,42078,505,4,9,3,2,1,19
7840,938.8548937222051,ML 320,SUV,1,3.2,360000,6,4x4,4,Left wheel,Red,6,0,3.2,MERCEDES-BENZ,CNG,Automatic,1998,7840,328000,938.8548937222051,6,10,1,1,1,33
31650,777,H1,Minivan,1,2.5,164805,4,Front,4,Left wheel,White,4,0,2.5,HYUNDAI,Diesel,Automatic,2014,31650,164805,777,4,7,2,2,1,21
36065,986.3773234446971,E 350,Coupe,1,3.5,187000,6,Rear,2,Left wheel,Grey,8,0,3.5,MERCEDES-BENZ,Petrol,Tiptronic,2010,36065,187000,986.3773234446971,6,2,5,3,3,33
26030,549.3296273214486,CT 200h 1.8,Sedan,1,1.8,75000,4,Front,4,Left wheel,White,12,0,1.8,LEXUS,Hybrid,Tiptronic,2013,26030,75000,549.3296273214486,4,9,3,2,3,29
7527,779,Forester,SUV,1,2.5,263459,4,4x4,4,Left wheel,Blue,0,0,2.5,SUBARU,Petrol,Automatic,2013,7527,263459,779,4,10,5,1,1,52
6586,1327,616,SUV,1,2.5,21328,4,Front,4,Left wheel,Grey,12,0,2.5,MAZDA,Petrol,Automatic,2018,6586,21328,1327,4,10,5,2,1,32
20266,531,Elantra,Sedan,1,1.6,107523,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,Petrol,Automatic,2012,20266,107523,531,4,9,5,2,1,21
32104,765,Malibu,Sedan,1,2,87074,4,Front,4,Left wheel,Black,4,0,2,CHEVROLET,Diesel,Automatic,2015,32104,87074,765,4,9,2,2,1,7
200,761,Prius,Hatchback,0,1.8,555,4,Front,4,Left wheel,White,0,0,1.8,TOYOTA,Hybrid,Tiptronic,2010,314,2093.200000000008,761,4,4,3,2,3,54
12231,1187.0534762101795,X-Trail,Universal,1,2,170000,3,4x4,4,Left wheel,Golden,2,0,2,NISSAN,Petrol,Automatic,2004,12231,170000,1187.0534762101795,4,11,5,1,1,38
5331,593.109296614422,Galaxy,Minivan,0,1.8,0,1,Rear,4,Left wheel,White,0,0,1.8,FORD,Diesel,Manual,1999,5331,2093.200000000008,593.109296614422,4,7,2,3,2,14
26343,640,Santa FE,SUV,1,2,36458,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Diesel,Automatic,2013,26343,36458,640,4,10,2,2,1,21
35124,820.4312717367776,Sprinter,Goods wagon,1,2.2,169000,4,Rear,4,Left wheel,White,4,0,2.2,MERCEDES-BENZ,Diesel,Manual,2013,35124,169000,820.4312717367776,4,3,2,3,2,33
392,781,Jetta,Sedan,1,2.5,162987,5,Front,4,Left wheel,Grey,12,0,2.5,VOLKSWAGEN,Diesel,Automatic,2012,392,162987,781,5,9,2,2,1,57
8881,687,Elantra,Sedan,1,1.6,62741,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Petrol,Automatic,2010,8881,62741,687,4,9,5,2,1,21
17249,1191.4347197644872,Prius,Sedan,1,1.8,140000,4,Front,4,Left wheel,Silver,0,0,1.8,TOYOTA,Hybrid,Automatic,2010,17249,140000,1191.4347197644872,4,9,3,2,1,54
39559,765,Santa FE,SUV,1,2,142655,4,Front,4,Left wheel,Grey,4,0,2,HYUNDAI,Diesel,Automatic,2015,38124.099999999795,142655,765,4,10,2,2,1,21
392,781,Camry,Sedan,1,2.5,314373,4,Front,4,Left wheel,Grey,12,0,2.5,TOYOTA,Hybrid,Automatic,2012,392,314373,781,4,9,3,2,1,54
7213,919,X5,SUV,1,3,274098,6,4x4,4,Left wheel,White,0,0,3,BMW,Diesel,Automatic,2012,7213,274098,919,6,10,2,1,1,4
11133,1018,X5,SUV,1,3,170043,6,4x4,4,Left wheel,Grey,12,0,3,BMW,Petrol,Automatic,2011,11133,170043,1018,6,10,5,1,1,4
16308,707,Sonata,Sedan,1,2,144000,4,Front,4,Left wheel,Blue,12,0,2,HYUNDAI,Petrol,Tiptronic,2011,16308,144000,707,4,9,5,2,3,21
44545,1017,Santa FE,SUV,1,2,101633,4,Front,4,Left wheel,Silver,4,0,2,HYUNDAI,Diesel,Automatic,2017,38124.099999999795,101633,1017,4,10,2,2,1,21
12231,790,I30,Universal,0,1.6,174582,4,Front,4,Left wheel,Black,8,0,1.6,HYUNDAI,Diesel,Manual,2009,12231,174582,790,4,11,2,2,2,21
17035,707,Sonata,Sedan,1,2,185367,4,Front,4,Left wheel,Black,4,0,2,HYUNDAI,Petrol,Automatic,2011,17035,185367,707,4,9,5,2,1,21
14269,1493,Odyssey,SUV,1,3.5,42802,6,Front,4,Left wheel,Grey,12,0,3.5,HONDA,Petrol,Automatic,2016,14269,42802,1493,6,10,5,2,1,19
12950,792,Astra,Hatchback,0,1.4,157000,4,Front,4,Left wheel,Silver,6,0,1.4,OPEL,Petrol,Manual,2008,12950,157000,792,4,4,5,2,2,39
706,609,RAV 4,SUV,1,2.5,25955,4,4x4,4,Left wheel,White,12,0,2.5,TOYOTA,Hybrid,Automatic,2018,706,25955,609,4,10,3,1,1,54
18826,528,Elantra,Sedan,1,1.6,195965,4,Front,4,Left wheel,White,4,0,1.6,HYUNDAI,LPG,Automatic,2014,18826,195965,528,4,9,4,2,1,21
23414,642,Tucson,SUV,1,2,90000,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Diesel,Automatic,2012,23414,90000,642,4,10,2,2,1,21
3500,778.6991027532231,C 180,Sedan,0,2.2,0,4,Rear,4,Left wheel,Red,0,0,2.2,MERCEDES-BENZ,Petrol,Manual,1995,3500,2093.200000000008,778.6991027532231,4,9,5,3,2,33
15659,629,Accent,Sedan,1,1.6,114101,4,Front,4,Left wheel,Silver,4,0,1.6,HYUNDAI,Diesel,Automatic,2015,15659,114101,629,4,9,2,2,1,21
6743,966,Lacetti,Sedan,1,2,62227,4,Front,4,Left wheel,White,4,0,2,DAEWOO,Diesel,Automatic,2009,6743,62227,966,4,9,2,2,1,10
14113,636,Malibu,Sedan,1,2,43158,4,Front,4,Left wheel,Black,4,0,2,CHEVROLET,Diesel,Automatic,2014,14113,43158,636,4,9,2,2,1,7
15257,707,Sonata,Sedan,1,2,204632,4,Front,4,Left wheel,White,4,0,2,HYUNDAI,Petrol,Automatic,2011,15257,204632,707,4,9,5,2,1,21
8781,959.0813633584638,X5,SUV,1,3,249117,6,4x4,4,Left wheel,Black,8,0,3,BMW,Petrol,Tiptronic,2002,8781,249117,959.0813633584638,6,10,5,1,3,4
1960,462,Prius,Hatchback,1,1.8,7632,4,Front,4,Left wheel,Black,12,0,1.8,TOYOTA,Hybrid,Automatic,2019,1960,7632,473,4,4,3,2,1,54
392,1055,C 300,Sedan,1,3.5,186093,6,4x4,4,Left wheel,Black,12,0,3.5,MERCEDES-BENZ,Petrol,Automatic,2013,392,186093,1055,6,9,5,1,1,33
392,919,X5,SUV,1,3,296395,6,4x4,4,Left wheel,Grey,0,0,3,BMW,Diesel,Automatic,2012,392,296395,919,6,10,2,1,1,4
3763,832,Tacoma,SUV,1,2.7,64994,4,Rear,4,Left wheel,Grey,12,0,2.7,TOYOTA,Petrol,Automatic,2014,3763,64994,832,4,10,5,3,1,54
24148,777,Camry,Sedan,1,2.5,61000,4,Front,4,Left wheel,Black,8,0,2.5,TOYOTA,Petrol,Tiptronic,2014,24148,61000,777,4,9,5,2,3,54
23521,738,Jetta,Sedan,1,1.4,11700,4,Front,4,Left wheel,White,6,0,1.4,VOLKSWAGEN,Petrol,Tiptronic,2017,23521,11700,738,4,9,5,2,3,57
11917,1132,Prius,Sedan,0,1.5,160000,4,Front,4,Left wheel,Red,12,0,1.5,TOYOTA,Petrol,Automatic,2006,11917,160000,1132,4,9,5,2,1,54
12858,862,H1,Minivan,1,2.5,61861,4,Front,4,Left wheel,Silver,4,0,2.5,HYUNDAI,Diesel,Automatic,2011,12858,61861,862,4,7,2,2,1,21
